Term,Expansion,,,,Abbreviation,,,,,,,,
1pt,Abbreviation,,,,Activity-Procedure,,,,,,,,
Peruvian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Poles,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
police state,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Portuguese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
private sector,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
public sector,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
pueblo,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Puerto Rican,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
punjab,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
punjabi,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Qatari,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Quebecers,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
red light district,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
republic,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Réunionnais,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Rocky Mountain States,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Romanian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Russian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Rwandan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
safe seat,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Saint Kitts and Nevis,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Saint Lucian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Salvadoran,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sammarinese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Samoan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Santa Fe ,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
São Tomé and Príncipe,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Saudis,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Scots,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
seaboard,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
seafront,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
seaport,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Senegalese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Serbs,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Seychellois,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
shami,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
shanty town,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
shtetl,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
sicilian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sierra Leonean,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Singaporean,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
single market,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Six Counties,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
skid row,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Slovaks,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Slovenes,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
slum,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
smanatee spring,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Snow Belt,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Solomon Islanders,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Somalilanders,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Somalis,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sotho,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
South African,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
South America,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
South East,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
south indian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Spaniards,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
spanish,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
speakeasy,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sri Lankan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
statelet,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sudanese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Sunbelt,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
superpower,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
superstate,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Surinamese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Suwanee,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Suwannee,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Swazi,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Swedes,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Swiss,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Syriacs,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Syrian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Taiwanese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
taj,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tajik,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
taluk,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tamils,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tanzanian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
teocalli,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
thai,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Thais,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Thames,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Third World,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tibetan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tinseltown,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tobagonian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Togolese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tongan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
town centre,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Trinidadian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
trust territory,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tunisian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
turkish,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Turkish Cypriots,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Turks,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Tuvaluan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
twin town,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Ugandan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Ukrainian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
United Kingdom,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
United States (of America),Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Uruguayan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Uzbeks,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Vanuatuan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Venezuelan,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Vietnamese,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Vincentian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
watering place,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Watford,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Welsh,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
West Coast,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
West Country,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
west indian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
West Side,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
weybridge,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Wheat Belt,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Wild West,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
world power,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Yemenis,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Zambian,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
zilla,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
Zimbabwean,Quality-Ethnic,Quality-Ethnic,Quality-Ethnic,,,,,,,,,,
airbase,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
alehouse,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
amusement arcade,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
apiary,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
attendance centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
bakery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
bakeshop,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
beauty salon,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
boarding kennel,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
bucket shop,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
bus station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
car wash,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
cash desk,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
cattery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
charnel house,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
community centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
crack house,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
creamery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
day centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
day nursery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
domicile,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
dosshouse,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
drive in,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
driving range,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
dwelling place,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
earth station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
eatery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
farmers' market,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
filling station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
fish farm,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
fitness centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
flophouse,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
food bank,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
fortress,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
funeral parlour,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
garden centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
gas station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
haunt,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
health farm,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
health spa,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
holiday camp,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
hometown,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
informal settlement,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
junkyard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
lamasery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
launderette,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
left luggage office,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
listening post,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
livery stable,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
marshalling yard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
nail bar,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
nightspot,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
old people's home,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
oxygen bar,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
piggery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
playgroup,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
playschool,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
remand centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
rest home,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
retirement home,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
salvage yard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sanatorium,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sanitarium,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
scrapyard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sewage farm,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sewage plant,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
shebeen,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
showplace,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sorting office,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
soup kitchen,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sperm bank,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
staging post,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
stockyard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
summer camp,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
sweatshop,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
tannery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
telephone exchange,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
timber yard,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
tourist trap,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
tracking station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
trouble spot,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
venue,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
video arcade,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
way station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
weather centre,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
weather station,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
wet dock,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
winery,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
World Heritage Site,GeoEntity-OR-Structure-OR-Area,,,,,,,,,,,,
acreage,GeographicArea-OR-Related,,,,,,,,,,,,
airstrip,GeographicArea-OR-Related,,,,,,,,,,,,
Alcatraz,GeographicArea-OR-Related,,,,,,,,,,,,
anticline,GeographicArea-OR-Related,,,,,,,,,,,,
anticyclone,GeographicArea-OR-Related,,,,,,,,,,,,
aquifer,GeographicArea-OR-Related,,,,,,,,,,,,
arÃªte,GeographicArea-OR-Related,,,,,,,,,,,,
archipelago,GeographicArea-OR-Related,,,,,,,,,,,,
arroyo,GeographicArea-OR-Related,,,,,,,,,,,,
Asia Minor,GeographicArea-OR-Related,,,,,,,,,,,,
assault course,GeographicArea-OR-Related,,,,,,,,,,,,
assisted area,GeographicArea-OR-Related,,,,,,,,,,,,
Atlantis,GeographicArea-OR-Related,,,,,,,,,,,,
atoll,GeographicArea-OR-Related,,,,,,,,,,,,
banana belt,GeographicArea-OR-Related,,,,,,,,,,,,
beach,GeographicArea-OR-Related,,,,,,,,,,,,
bowling green,GeographicArea-OR-Related,,,,,,,,,,,,
breakdown lane,GeographicArea-OR-Related,,,,,,,,,,,,
Britain,GeographicArea-OR-Related,,,,,,,,,,,,
British overseas territory,GeographicArea-OR-Related,,,,,,,,,,,,
building site,GeographicArea-OR-Related,,,,,,,,,,,,
bunny slope,GeographicArea-OR-Related,,,,,,,,,,,,
business park,GeographicArea-OR-Related,,,,,,,,,,,,
butte,GeographicArea-OR-Related,,,,,,,,,,,,
canyon,GeographicArea-OR-Related,,,,,,,,,,,,
Caribbean,GeographicArea-OR-Related,,,,,,,,,,,,
central reservation,GeographicArea-OR-Related,,,,,,,,,,,,
cesium,GeographicArea-OR-Related,,,,,,,,,,,,
Channel Islands,GeographicArea-OR-Related,,,,,,,,,,,,
chaparral biome,GeographicArea-OR-Related,,,,,,,,,,,,
cliff,GeographicArea-OR-Related,,,,,,,,,,,,
clifftop,GeographicArea-OR-Related,,,,,,,,,,,,
coast,GeographicArea-OR-Related,,,,,,,,,,,,
coastline,GeographicArea-OR-Related,,,,,,,,,,,,
common land,GeographicArea-OR-Related,,,,,,,,,,,,
construction site,GeographicArea-OR-Related,,,,,,,,,,,,
continental shelf,GeographicArea-OR-Related,,,,,,,,,,,,
corrie,GeographicArea-OR-Related,,,,,,,,,,,,
countryside,GeographicArea-OR-Related,,,,,,,,,,,,
dale,GeographicArea-OR-Related,,,,,,,,,,,,
Davy Jones's locker,GeographicArea-OR-Related,,,,,,,,,,,,
dell,GeographicArea-OR-Related,,,,,,,,,,,,
desert,GeographicArea-OR-Related,,,,,,,,,,,,
desert island,GeographicArea-OR-Related,,,,,,,,,,,,
donga,GeographicArea-OR-Related,,,,,,,,,,,,
downs,GeographicArea-OR-Related,,,,,,,,,,,,
drumlin,GeographicArea-OR-Related,,,,,,,,,,,,
dry land,GeographicArea-OR-Related,,,,,,,,,,,,
dry slope,GeographicArea-OR-Related,,,,,,,,,,,,
duchy,GeographicArea-OR-Related,,,,,,,,,,,,
dune,GeographicArea-OR-Related,,,,,,,,,,,,
dust bowl,GeographicArea-OR-Related,,,,,,,,,,,,
eavestrough,GeographicArea-OR-Related,,,,,,,,,,,,
Ellis Island,GeographicArea-OR-Related,,,,,,,,,,,,
escarpment,GeographicArea-OR-Related,,,,,,,,,,,,
farmland,GeographicArea-OR-Related,,,,,,,,,,,,
fen,GeographicArea-OR-Related,,,,,,,,,,,,
fire line,GeographicArea-OR-Related,,,,,,,,,,,,
flood plain,GeographicArea-OR-Related,,,,,,,,,,,,
flower bed,GeographicArea-OR-Related,,,,,,,,,,,,
foothill,GeographicArea-OR-Related,,,,,,,,,,,,
frigid zone,GeographicArea-OR-Related,,,,,,,,,,,,
game reserve,GeographicArea-OR-Related,,,,,,,,,,,,
glade,GeographicArea-OR-Related,,,,,,,,,,,,
glen,GeographicArea-OR-Related,,,,,,,,,,,,
Gondwana,GeographicArea-OR-Related,,,,,,,,,,,,
gorge,GeographicArea-OR-Related,,,,,,,,,,,,
grassland,GeographicArea-OR-Related,,,,,,,,,,,,
green belt,GeographicArea-OR-Related,,,,,,,,,,,,
greensward,GeographicArea-OR-Related,,,,,,,,,,,,
gulch,GeographicArea-OR-Related,,,,,,,,,,,,
Hades,GeographicArea-OR-Related,,,,,,,,,,,,
hanging valley,GeographicArea-OR-Related,,,,,,,,,,,,
hard shoulder,GeographicArea-OR-Related,,,,,,,,,,,,
headland,GeographicArea-OR-Related,,,,,,,,,,,,
heath,GeographicArea-OR-Related,,,,,,,,,,,,
heathland,GeographicArea-OR-Related,,,,,,,,,,,,
hillock,GeographicArea-OR-Related,,,,,,,,,,,,
hilltop,GeographicArea-OR-Related,,,,,,,,,,,,
hummock,GeographicArea-OR-Related,,,,,,,,,,,,
incline,GeographicArea-OR-Related,,,,,,,,,,,,
isle,GeographicArea-OR-Related,,,,,,,,,,,,
islet,GeographicArea-OR-Related,,,,,,,,,,,,
isthmus,GeographicArea-OR-Related,,,,,,,,,,,,
knoll,GeographicArea-OR-Related,,,,,,,,,,,,
koppie,GeographicArea-OR-Related,,,,,,,,,,,,
kyle,GeographicArea-OR-Related,,,,,,,,,,,,
land mass,GeographicArea-OR-Related,,,,,,,,,,,,
landing strip,GeographicArea-OR-Related,,,,,,,,,,,,
Laurasia,GeographicArea-OR-Related,,,,,,,,,,,,
lea,GeographicArea-OR-Related,,,,,,,,,,,,
leaf mould,GeographicArea-OR-Related,,,,,,,,,,,,
lido,GeographicArea-OR-Related,,,,,,,,,,,,
loam,GeographicArea-OR-Related,,,,,,,,,,,,
lowland,GeographicArea-OR-Related,,,,,,,,,,,,
mainland,GeographicArea-OR-Related,,,,,,,,,,,,
marsh,GeographicArea-OR-Related,,,,,,,,,,,,
marshland,GeographicArea-OR-Related,,,,,,,,,,,,
massif,GeographicArea-OR-Related,,,,,,,,,,,,
mesa,GeographicArea-OR-Related,,,,,,,,,,,,
mine dump,GeographicArea-OR-Related,,,,,,,,,,,,
moat,GeographicArea-OR-Related,,,,,,,,,,,,
moorland,GeographicArea-OR-Related,,,,,,,,,,,,
motte,GeographicArea-OR-Related,,,,,,,,,,,,
mountainside,GeographicArea-OR-Related,,,,,,,,,,,,
mountaintop,GeographicArea-OR-Related,,,,,,,,,,,,
mudflat,GeographicArea-OR-Related,,,,,,,,,,,,
murram,GeographicArea-OR-Related,,,,,,,,,,,,
national park,GeographicArea-OR-Related,,,,,,,,,,,,
nature reserve,GeographicArea-OR-Related,,,,,,,,,,,,
no man's land,GeographicArea-OR-Related,,,,,,,,,,,,
nursery slope,GeographicArea-OR-Related,,,,,,,,,,,,
orchard,GeographicArea-OR-Related,,,,,,,,,,,,
outdoors,GeographicArea-OR-Related,,,,,,,,,,,,
pampas,GeographicArea-OR-Related,,,,,,,,,,,,
Pangaea,GeographicArea-OR-Related,,,,,,,,,,,,
peninsula,GeographicArea-OR-Related,,,,,,,,,,,,
permafrost,GeographicArea-OR-Related,,,,,,,,,,,,
plain,Quality-Generic,,,,,,,,,,,,
playing field,GeographicArea-OR-Related,,,,,,,,,,,,
potting compost,GeographicArea-OR-Related,,,,,,,,,,,,
prairie,GeographicArea-OR-Related,,,,,,,,,,,,
precipice,GeographicArea-OR-Related,,,,,,,,,,,,
promontory,GeographicArea-OR-Related,,,,,,,,,,,,
rainforest,GeographicArea-OR-Related,,,,,,,,,,,,
ravine,GeographicArea-OR-Related,,,,,,,,,,,,
recreation ground,GeographicArea-OR-Related,,,,,,,,,,,,
rift valley,GeographicArea-OR-Related,,,,,,,,,,,,
rill,GeographicArea-OR-Related,,,,,,,,,,,,
river bed,GeographicArea-OR-Related,,,,,,,,,,,,
riverbank,GeographicArea-OR-Related,,,,,,,,,,,,
riverfront,GeographicArea-OR-Related,,,,,,,,,,,,
riverside,GeographicArea-OR-Related,,,,,,,,,,,,
Rock of Gibraltar,GeographicArea-OR-Related,,,,,,,,,,,,
Route 128,GeographicArea-OR-Related,,,,,,,,,,,,
runnel,GeographicArea-OR-Related,,,,,,,,,,,,
rust belt,GeographicArea-OR-Related,,,,,,,,,,,,
salt flats,GeographicArea-OR-Related,,,,,,,,,,,,
salt marsh,GeographicArea-OR-Related,,,,,,,,,,,,
salt pan,GeographicArea-OR-Related,,,,,,,,,,,,
savannah,GeographicArea-OR-Related,,,,,,,,,,,,
Scandinavia,GeographicArea-OR-Related,,,,,,,,,,,,
scarp,GeographicArea-OR-Related,,,,,,,,,,,,
scrubland,GeographicArea-OR-Related,,,,,,,,,,,,
seabed,GeographicArea-OR-Related,,,,,,,,,,,,
seascape,GeographicArea-OR-Related,,,,,,,,,,,,
seashore,GeographicArea-OR-Related,,,,,,,,,,,,
sheikhdom,GeographicArea-OR-Related,,,,,,,,,,,,
side view,GeographicArea-OR-Related,,,,,,,,,,,,
sierra,GeographicArea-OR-Related,,,,,,,,,,,,
Silicon Valley,GeographicArea-OR-Related,,,,,,,,,,,,
skerry,GeographicArea-OR-Related,,,,,,,,,,,,
ski jump,GeographicArea-OR-Related,,,,,,,,,,,,
smallholding,GeographicArea-OR-Related,,,,,,,,,,,,
snowscape,GeographicArea-OR-Related,,,,,,,,,,,,
soft shoulder,GeographicArea-OR-Related,,,,,,,,,,,,
Southern Cone,GeographicArea-OR-Related,,,,,,,,,,,,
steppe,GeographicArea-OR-Related,,,,,,,,,,,,
subcontinent,GeographicArea-OR-Related,,,,,,,,,,,,
subsoil,GeographicArea-OR-Related,,,,,,,,,,,,
swamp,GeographicArea-OR-Related,,,,,,,,,,,,
swampland,GeographicArea-OR-Related,,,,,,,,,,,,
sward,GeographicArea-OR-Related,,,,,,,,,,,,
tableland,GeographicArea-OR-Related,,,,,,,,,,,,
taiga,GeographicArea-OR-Related,,,,,,,,,,,,
terra firma,GeographicArea-OR-Related,,,,,,,,,,,,
terrain,GeographicArea-OR-Related,,,,,,,,,,,,
topsoil,GeographicArea-OR-Related,,,,,,,,,,,,
tor,GeographicArea-OR-Related,,,,,,,,,,,,
